position,player,conference,salary,asof,source_doc,tab name
S,"Emmanwori, Nick SEA S",NFC,1.46,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Dalton, Andy CAR QB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Tucker, Sean TBB RB",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Bateman, Rashod BAL WR",NFC,4.55,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Hudson, Tanner CIN TE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Little, Cam JAC PK",AFC,0.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Robinson, Darius ARI DT",AFC,1.42,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Clowney, Jadeveon FA DE",AFC,1.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"White, Devin LVR LB",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Barron, Jahdae DEN CB",NFC,1.07,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Emmanwori, Nick SEA S",AFC,1.43,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Jones, Mac SFO QB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"McLaughlin, Jaleel DEN RB",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Johnston, Quentin LAC WR",AFC,4.47,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Knox, Dawson BUF TE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Crawshaw, Jeremy DEN PN",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Newton, Jer'Zhan WAS DT",NFC,1.4,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Wilson, Tyree LVR DE",NFC,1.91,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Tranquill, Drue KCC LB",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Arnold, Terrion DET CB",AFC,1.07,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Martin, Quan WAS S",AFC,1.41,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Mariota, Marcus WAS QB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Hill, Justice BAL RB",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Tillman, Cedric CLE WR",AFC,4.41,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Conklin, Tyler LAC TE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Loop, Tyler BAL PK",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Nolen, Walter ARI DT",NFC,1.4,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Turner, Dallas MIN DE",AFC,1.91,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"To'oTo'o, Henry HOU LB",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Sainristil, Mike WAS CB",NFC,1.06,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Brown, Sydney PHI S",AFC,1.34,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Mills, Davis HOU QB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"McLaughlin, Jaleel DEN RB",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Samuel, Curtis BUF WR",AFC,4.39,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Calcaterra, Grant PHI TE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Borregales, Andres NEP PK",NFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Newton, Jer'Zhan WAS DT",AFC,1.35,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Fowler, Dante DAL DE",AFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Rozeboom, Christian CAR LB",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Banks, Deonte NYG CB",NFC,1.06,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Brown, Sydney PHI S",NFC,1.32,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Minshew, Gardner KCC QB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Mattison, Alexander MIA RB",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Addison, Jordan MIN WR",NFC,4.07,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Ruckert, Jeremy NYJ TE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Borregales, Andres NEP PK",AFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Fiske, Braden LAR DT",NFC,1.33,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Key, Arden TEN DE",AFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Werner, Pete NOS LB",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Banks, Deonte NYG CB",AFC,1.06,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Bullard, Javon GBP S",AFC,1.31,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Ridder, Desmond FA QB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Hunt, Kareem KCC RB",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Bateman, Rashod BAL WR",AFC,4.05,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Tremble, Tommy CAR TE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Krieg, Lenny ATL PK",AFC,0.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Nolen, Walter ARI DT",AFC,1.33,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Young, Chase NOS DE",AFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Hicks, Jordan CLE LB",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Mitchell, Quinyon PHI CB",AFC,1.06,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Battle, Jordan CIN S",AFC,1.29,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Flacco, Joe CLE QB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Singletary, Devin NYG RB",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Watson, Christian GBP WR",NFC,3.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Durham, Payne TBB TE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Grant, Kenneth MIA DT",AFC,1.3,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Jennings, Anfernee NEP DE",NFC,1.87,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Reeder, Troy LAR LB",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Turner, DJ CIN CB",AFC,1.04,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Starks, Malaki BAL S",NFC,1.28,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Lance, Trey LAC QB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Benson, Trey ARI RB",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Kupp, Cooper SEA WR",AFC,3.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Allen, Davis LAR TE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Hall, Logan TBB DT",AFC,1.3,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Young, Chase NOS DE",NFC,1.87,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Gibbens, Jack NEP LB",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Brents, Julius IND CB",AFC,1.04,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Nubin, Tyler NYG S",NFC,1.25,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"McKee, Tanner PHI QB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Skattebo, Cam NYG RB",NFC,1.69,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Johnston, Quentin LAC WR",NFC,3.73,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Hooper, Austin NEP TE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Armstead, Arik JAC DT",AFC,1.3,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Turner, Dallas MIN DE",NFC,1.86,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Chenal, Leo KCC LB",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Williams, Garrett ARI CB",AFC,1.04,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Battle, Jordan CIN S",NFC,1.24,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Rudolph, Mason PIT QB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Tuten, Bhayshul JAC RB",NFC,1.64,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Moore, Skyy KCC WR",AFC,3.69,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Conyers, Jalin MIA TE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Robinson, Darius ARI DT",NFC,1.21,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Jones, Patrick CAR DE",NFC,1.86,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Bush, Devin CLE LB",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Hairston, Maxwell BUF CB",NFC,1.03,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Bishop, Cole BUF S",NFC,1.2,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Lock, Drew SEA QB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Achane, De'Von MIA RB",AFC,1.59,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Worthy, Xavier KCC WR",AFC,3.67,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Lohner, Caleb DEN TE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Orhorhoro, Ruke ATL DT",NFC,1.16,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Greenard, Jonathan MIN DE",NFC,1.81,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Speed, E.J. HOU LB",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Arnold, Terrion DET CB",NFC,1.03,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Branch, Brian DET S",NFC,1.18,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Dobbs, Joshua NEP QB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Wright, Jaylen MIA RB",NFC,1.57,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Boutte, Kayshon NEP WR",NFC,3.5,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Kolar, Charlie BAL TE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Hall Jr., Michael CLE DT",AFC,1.16,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Judon, Matt FA DE",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Deablo, Divine ATL LB",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Wiggins, Nate BAL CB",AFC,1.03,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Bullard, Javon GBP S",NFC,1.18,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Mullens, Nick JAC QB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Johnson, Roschon CHI RB",NFC,1.56,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Flowers, Zay BAL WR",NFC,3.45,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Moreau, Foster NOS TE",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Grant, Kenneth MIA DT",NFC,1.15,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Autry, Denico HOU DE",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Elliss, Christian NEP LB",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Smith, Tykee TBB CB",NFC,1.02,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Cook, Bryan KCC S",NFC,1.18,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Trask, Kyle TBB QB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Skattebo, Cam NYG RB",AFC,1.52,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Dotson, Jahan PHI WR",NFC,3.45,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Calcaterra, Grant PHI TE",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Smith, Mazi DAL DT",NFC,1.13,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Armstrong, Dorance WAS DE",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Perryman, Denzel LAC LB",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Johnson, Will ARI CB",AFC,1.02,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Brown, Ji'Ayir SFO S",AFC,1.18,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Wilson, Zach MIA QB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Sampson, Dylan CLE RB",AFC,1.46,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Shakir, Khalil BUF WR",NFC,3.41,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Dissly, Will LAC TE",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Sweat, T'Vondre TEN DT",NFC,1.12,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Danna, Michael KCC DE",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Hicks, Jordan CLE LB",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Hairston, Maxwell BUF CB",AFC,1.01,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Watts, Xavier ATL S",NFC,1.17,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Lock, Drew SEA QB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Allgeier, Tyler ATL RB",NFC,1.44,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Atwell, Tutu LAR WR",NFC,3.41,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Tremble, Tommy CAR TE",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Sweat, T'Vondre TEN DT",AFC,1.12,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Odeyingbo, Dayo CHI DE",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Colson, Junior LAC LB",NFC,1.75,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Jackson, Donte LAC CB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Watts, Xavier ATL S",AFC,1.15,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Mariota, Marcus WAS QB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Brown, Chase CIN RB",AFC,1.39,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Shakir, Khalil BUF WR",AFC,3.41,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Strange, Brenton JAC TE",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Ogunjobi, Larry BUF DT",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Robinson, Tavius BAL DE",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Cooper, Edgerrin GBP LB",AFC,1.69,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"McMillian, Ja'Quan DEN CB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Cook, Bryan KCC S",AFC,1.13,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Jones, Mac SFO QB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Tuten, Bhayshul JAC RB",AFC,1.37,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Pickens, George DAL WR",AFC,3.41,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Wiley, Jared KCC TE",NFC,0.99,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Tuttle, Shy CAR DT",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Nwosu, Uchenna SEA DE",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Sanders, Drew DEN LB",AFC,1.67,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Watson, Jaylen KCC CB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Bishop, Cole BUF S",AFC,1.13,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Milton, Joe DAL QB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Bigsby, Tank JAC RB",NFC,1.36,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Wicks, Dontayvion GBP WR",NFC,3.4,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Stover, Cade HOU TE",AFC,0.99,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Tomlinson, Dalvin ARI DT",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Reddick, Haason TBB DE",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Schwesinger, Carson CLE LB",AFC,1.64,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Witherspoon, Ahkello LAR CB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Fitzpatrick, Minkah MIA S",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Garoppolo, Jimmy LAR QB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Corum, Blake LAR RB",NFC,1.35,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Thomas Jr., Brian JAC WR",AFC,3.38,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"All, Erick CIN TE",NFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Shepherd, Nathan NOS DT",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Danna, Michael KCC DE",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Andersen, Troy ATL LB",NFC,1.57,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"McCreary, Roger TEN CB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Wilson, Donovan DAL S",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Browning, Jake CIN QB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Blue, Jaydon DAL RB",NFC,1.35,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Golden, Matthew GBP WR",AFC,3.33,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Stover, Cade HOU TE",NFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Kinlaw, Javon WAS DT",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Golston, Chauncey NYG DE",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Andersen, Troy ATL LB",AFC,1.57,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Stephens, Brandon NYJ CB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Harris, Will WAS S",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Minshew, Gardner KCC QB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Spears, Tyjae TEN RB",NFC,1.34,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Pickens, George DAL WR",NFC,3.23,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Higgins, Elijah ARI TE",AFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Brooks, Karl GBP DT",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Epenesa, A.J. BUF DE",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Henley, Daiyan LAC LB",AFC,1.56,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Fulton, Kristian KCC CB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Bryant, Coby SEA S",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Hooker, Hendon DET QB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Spears, Tyjae TEN RB",AFC,1.33,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Flowers, Zay BAL WR",AFC,3.21,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Gadsden, Oronde LAC TE",NFC,0.95,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Wharton, Tershawn CAR DT",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Judon, Matt FA DE",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Harris, Christian HOU LB",NFC,1.52,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Rodgers, Isaiah MIN CB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Pola-Mao, Isaiah LVR S",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"McKee, Tanner PHI QB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Allgeier, Tyler ATL RB",AFC,1.33,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Thomas Jr., Brian JAC WR",NFC,3.14,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Helm, Gunnar TEN TE",AFC,0.95,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Ford, Poona LAR DT",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Smith, Za'Darius FA DE",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Simpson, Trenton BAL LB",AFC,1.45,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Turner, DJ CIN CB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Smith, Harrison MIN S",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Rudolph, Mason PIT QB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Lloyd, MarShawn GBP RB",NFC,1.29,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"McConkey, Ladd LAC WR",AFC,3.14,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Culp, Devin TBB TE",NFC,0.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Roach, Malcolm DEN DT",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Williams, Mykel SFO DE",AFC,1.79,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Cooper, Edgerrin GBP LB",NFC,1.44,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Alford, Dee ATL CB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Adams, Tony NYJ S",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Winston, Jameis NYG QB",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Wright, Jaylen MIA RB",AFC,1.29,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
