year,team,id,position,name,draft_team,draft_year,stats_global_id,twitter_username,cbs_id,fleaflicker_id,stats_id,status,sportsdata_id,height,rotoworld_id,rotowire_id,draft_round,weight,college,espn_id,jersey,birthdate,nfl_id,draft_pick
2021,NOS,13942,S,"Gray, J.T.",FA,2018,835499,,2139824,,31411,,e0248ecc-27b4-4368-bf97-47a73cb41ec2,72,13593,13106,,202,Mississippi State,,48,821941200,,
2021,HOU,13943,LB,"Davis, Tae",FA,2018,834389,,2140279,,31552,,b220a72d-6870-418a-98af-ef50632be774,72,13718,13276,,222,Chattanooga,3131775,33,839998800,,
2021,FA,13945,CB,"Hill, Holton",FA,2018,884287,,2186489,,31233,,27f3694c-a9a1-4c64-ab84-45bdea45d44e,74,13168,12462,,196,Texas,,24,859525200,,
2021,BAL,13946,CB,"Toliver, Kevin",FA,2018,865534,,2926468,,31667,,3c20f5c4-3ac8-47aa-ba3c-c09ddf94c814,74,13403,12597,,192,LSU,,27,817189200,,
2021,CAR,13952,DE,"Luvu, Frankie",FA,2018,835933,,2925877,,31503,,717ebb17-f54f-4052-b9fb-af641a25ebe2,75,13673,13159,,235,Washington State,3127273,4,843109200,,
2021,HOU,13953,CB,"Thomas, Tavierre",FA,2018,1115407,,2926511,,31321,,0a63f97d-9cc2-44d0-b65a-ac2e78db73f9,70,13514,13219,,205,Ferris State,4334405,37,826520400,,
2021,NOS,13954,DE,"Finch, Sharif",FA,2018,749150,,2079038,,31615,,571152e1-0a76-4562-b257-4729e4401549,76,13760,13296,,250,Temple,,56,812523600,,
2021,HOU,13955,S,"Moore, A.J.",FA,2018,837936,,2926814,,31652,,f9ae156c-f690-401f-b964-34b0ff6187f9,71,13788,13189,,200,Mississippi,,33,819003600,,
2021,CAR,13956,S,"Chandler, Sean",FA,2018,838302,,2141614,,31548,,88f31a44-caae-4e5b-a786-8a229374a19d,70,13714,12923,,200,Temple,3138733,34,830581200,,
2021,LAR,13959,CB,"Williams, Darious",FA,2018,838512,,2925522,,31422,,a40a9b55-7850-4572-8197-f57a5354f921,69,13604,13132,,192,UAB,4239833,31,732171600,,
2021,DET,13963,WR,"Hodge, KhaDarel",FA,2018,757521,,2954080,,31769,,6f124753-5c6c-454b-97c7-0f9b4d14e7c2,74,13899,13418,,210,Prairie View A&M,3047876,4,789109200,,
2021,FA,13964,CB,"Lewis, Ryan",FA,2017,692336,,2820086,,30491,,ba95b150-fad0-4a8d-b15d-a5e318d95b7f,72,12625,12929,,195,Pittsburgh,,38,766386000,,
2021,CIN,13965,DT,"Tupou, Josh",FA,2017,694909,,2818925,,30586,,1ad3e535-2b5c-48a8-82f0-c7a933d250f0,75,12701,12183,,340,Colorado,2979632,69,767854800,,
2021,CLE,13968,QB,"Mullens, Nick",FA,2017,748309,,2819104,,30563,,7738fea8-7ea2-4c4c-b589-bca90b070819,72,12684,12511,,210,Southern Miss,3059989,14,795762000,,
2021,FA,13970,CB,"Brown, Tony",FA,2018,824527,,2131645,,31671,,d5a270bd-6f41-4637-ae09-d5534f1a4d3e,72,13355,12906,,200,Alabama,3115308,11,805611600,,
2021,IND,13980,PK,"Badgley, Mike",FA,2018,0,,2925140,,31366,,375b0d7f-8d03-4111-8c1b-62907f0326a1,70,13410,12775,,188,Miami (FL),3123052,17,806907600,,
2021,PIT,13987,LB,"Spillane, Robert",FA,2018,821446,,2926962,,31708,,3b59e08c-0c3b-42c9-a4e2-9b79103ea715,73,13839,13306,,229,Western Michigan,3129446,14,818917200,,
2021,SFO,13988,TE,"Dwelley, Ross",FA,2018,752665,,2924888,,31329,,70473218-5ae3-47b4-86fd-151e68f1e8b9,77,13522,13030,,235,San Diego,3120303,82,791096400,,
2021,GBP,13989,DT,"Lancaster, Tyler",FA,2018,742455,,2925422,,31436,,ca113409-c714-40f8-82db-727eae1e455e,75,13618,13114,,313,Northwestern,,96,783925200,,
2021,FA,13990,WR,"Scott, Da'Mari",FA,2018,752015,,2925416,,31460,,aec7472c-3e0b-443f-8c48-cd8cf0e9734c,72,13641,13136,,205,Fresno State,3056577,18,807858000,,
2021,HOU,13994,TE,"Brown, Pharaoh",FA,2017,689689,,2819155,,30627,,6733b953-de77-44e5-acbf-c2d3a0940243,77,12737,11887,,260,Oregon,2971281,85,768027600,,
2021,LAR,13996,CB,"Haley, Grant",FA,2018,836155,,2139300,,31555,,66dbd211-6835-4c06-9e4d-9f74cffac250,69,13219,12675,,191,Penn State,,34,820904400,,
2021,SFO,13998,CB,"Moseley, Emmanuel",FA,2018,820541,,2131637,,31386,,ae6a5f6b-20ac-4b44-9d05-b75634aa1199,71,13570,13422,,192,Tennessee,3115337,4,827730000,,
2021,MIN,13999,WR,"Beebe, Chad",FA,2018,746577,,2925891,,31508,,50eb4454-71bf-4012-a216-2fc9770ffd86,70,13677,13164,,183,Northern Illinois,,12,770446800,,
2021,DET,14011,RB,"Igwebuike, Godwin",FA,2018,742451,,2071750,,31258,,be8e5962-f2d9-4316-9fdf-212a95dbb590,72,13460,12725,,213,Northwestern,3045238,48,779173200,,
2021,DEN,14012,CB,"Ford, Mike",FA,2018,919491,,2926800,,31634,,965df459-3f21-4a93-9a99-15559eb977a4,72,13408,13195,,199,Southeast Missouri State,3050916,28,807512400,,
2021,GBP,14013,CB,"Sullivan, Chandon",FA,2018,833597,,2138011,,31589,,e669f022-4065-4ef7-b850-a90e8b2367c0,71,13423,12832,,189,Georgia State,3124849,34,839394000,,
2021,SFO,14017,RB,"Wilson, Jeffery",FA,2018,834195,,2925161,,31394,,72cf3127-3953-4fd8-8049-3de1b6fa9825,72,13578,12932,,213,North Texas,3122976,20,816498000,,
2021,TBB,14024,CB,"Delaney, Dee",FA,2018,749695,,2080878,,31261,,5d61b458-9b4e-4016-9983-7add180b698d,71,13390,12666,,200,Miami (FL),3049726,29,793256400,,
2021,NYG,14026,S,"Kalu, Joshua",FA,2018,821257,,2131098,,31609,,ab741f46-d660-48f2-a910-774d0514d2e4,72,13756,12720,,203,Nebraska,,28,809586000,,
2021,PHI,14027,CB,"James, Craig",FA,2018,821181,,2925892,,31509,,cd340b59-3ee0-4829-8d08-be8744f670a6,70,13678,13181,,195,Southern Illinois,3116058,25,830754000,,
2021,SEA,14028,S,"Neal, Ryan",FA,2018,831671,,2136964,,31576,,67c2f38f-b568-4bcf-a40f-750cef707a05,75,13735,13282,,200,Southern Illinois,3121344,36,819781200,,
2021,CIN,14037,CB,"Davis, Jalen",FA,2018,834674,,2926535,,31534,,57a21028-b3a1-494b-ade8-7e94c7108823,70,13701,13263,,186,Utah State,3125356,35,823237200,,
2021,FA,14038,DT,"Atkins, John",FA,2018,727711,,2061101,,31647,,648bcdd5-7239-41b4-b346-a2424f6c01d3,75,13391,12910,,320,Georgia,,99,724914000,,
2021,LVR,14043,S,"Leavitt, Dallin",FA,2018,750720,,2926966,,31723,,c281fdc7-76a9-4734-a13d-19ad354c67db,70,13853,13318,,203,Utah State,,6,776322000,,
2021,FA,14045,WR,"Lacy, Chris",FA,2018,835417,,2139250,,31651,,b2c4ef6b-4caf-4f4e-9cdd-3bd9f2e38d01,75,13669,12952,,205,Oklahoma State,,14,822805200,,
2021,GBP,14050,Coach,"LaFleur, Matt",FA,0,0,,,,,,8377599d-4d2e-4e47-b006-2270fabcd3fd,,12165,,,,,,,,,
2021,DEN,14052,Coach,"Fangio, Vic",FA,0,0,,,,,,d81be20b-eab0-4698-b455-07c6ae954432,,9495,,,,,,,,,
2021,CIN,14054,Coach,"Taylor, Zac",FA,0,0,,,,,,d757fce3-3b15-4dc6-9313-612df6439a14,,13962,,,,,,,421390800,,
2021,MIA,14055,Coach,"Flores, Brian",FA,0,0,,,,,,5be83f45-64eb-4b60-85a9-214686dcbccf,,13050,,,,,,,351838800,,
2021,ARI,14056,QB,"Murray, Kyler",ARI,2019,879799,,2180829,,31833,,dd5a6b6e-ffae-45a5-b8e6-718a9251f374,70,13950,13613,1,207,Oklahoma,,1,870930000,,1
2021,DEN,14057,QB,"Lock, Drew",DEN,2019,882345,,2185479,,31874,,94325301-e0ad-4a9f-a0e5-ffec0f529be3,76,13992,13736,2,228,Missouri,3924327,2,847602000,,10
2021,PIT,14058,QB,"Haskins, Dwayne",WAS,2019,946582,,2260980,,31847,,6e4eda90-2656-434f-a262-4e5e9fde3946,75,13979,13558,1,231,Ohio State,,3,862635600,,15
2021,NYG,14059,QB,"Jones, Daniel",NYG,2019,879981,,2179245,,31838,,0042266b-cb28-4012-bfd2-06650badad97,77,13963,13491,1,230,Duke,3917792,17,864709200,,6
2021,PHI,14060,TE,"Jackson, Tyree",FA,2019,881048,,2184377,,32415,,2fc1c9f1-9e85-449a-9a87-fa8203e8e8f9,79,14047,13551,,249,Buffalo,3916564,80,878878800,,
2021,BAL,14061,QB,"McSorley, Trace",BAL,2019,836164,,2139306,,32029,,d4d135fd-b710-4c12-9082-9d6e544b3f8d,72,14268,13752,6,202,Penn State,3116172,19,809154000,,24
2021,DAL,14062,QB,"Grier, Will",CAR,2019,820423,,2131571,,31932,,7905e9be-2f66-4ff5-a6e9-dbe281bf4822,73,13977,13446,3,220,West Virginia,3115252,15,796885200,,36
2021,NEP,14063,QB,"Stidham, Jarrett",NEP,2019,865868,,2180697,,31965,,582fe465-135a-4901-beef-60aebce99067,75,13945,13438,4,215,Auburn,3892775,8,839480400,,31
2021,FA,14064,QB,"Thorson, Clayton",PHI,2019,830853,,2136556,,31999,,3cbf12f3-11df-4ced-a321-4877b129420c,76,14048,13513,5,222,Northwestern,,8,819867600,,29
2021,DEN,14065,QB,"Rypien, Brett",FA,2019,866216,,2181392,,32221,,9ab44516-2a26-4049-b630-66539c7a5dfd,74,14049,13620,,210,Boise State,3722362,11,836888400,,
2021,FA,14066,QB,"Shurmur, Kyle",FA,2019,879962,,2180561,,32366,,ba1032c6-bcbd-430c-afae-40898b9e83bb,76,14306,13663,,225,Vanderbilt,3915776,9,847256400,,
2021,PHI,14067,QB,"Minshew, Gardner",JAC,2019,867303,,2183083,,32010,,dabb52c0-455b-48fe-996b-abf758120623,73,14235,13741,6,225,Washington State,4038524,17,832222800,,5
2021,FA,14068,QB,"Finley, Ryan",CIN,2019,728819,,2061727,,31936,,d935df27-5be4-4aab-b117-8ec8e81c2196,76,14046,13750,4,207,North Carolina State,,5,788418000,,2
2021,LAC,14069,QB,"Stick, Easton",LAC,2019,831007,,2137911,,31998,,af291d43-a51f-44ce-b8ac-430ec68c78c8,73,14145,13627,5,224,North Dakota State,3120590,12,811141200,,28
2021,DET,14070,QB,"Blough, David",FA,2019,821297,,2131261,,32272,,a259d6b2-0238-4f22-b3aa-de7132cf9285,73,14503,13630,,207,Purdue,,17,807166800,,
2021,CHI,14071,RB,"Montgomery, David",CHI,2019,946739,,2261252,,31905,,1c9e1cd5-8cb1-4a15-a2c8-3a0c0fd5423c,71,13978,13556,3,230,Iowa State,4035538,5,865659600,,9
2021,PIT,14072,RB,"Snell, Benny",PIT,2019,920062,,2245150,,31954,,74af3906-083e-49d1-b8c6-556101390381,70,13951,13453,4,224,Kentucky,,24,888555600,,20
2021,LVR,14073,RB,"Jacobs, Josh",OAK,2019,944416,,2257876,,31856,,61694ab9-b099-408e-b48d-6a643dd069ec,70,14026,13582,1,223,Alabama,,8,887173200,,24
2021,CLE,14074,RB,"Williams, Dexter",GBP,2019,884610,,2186678,,32026,,a2e0f742-e608-4e29-99cd-e7cd765afba1,71,14175,13670,6,212,Notre Dame,,22,852526800,,21
2021,NEP,14075,RB,"Harris, Damien",NEP,2019,884014,,2186318,,31919,,59482736-ce42-4058-b68e-0f9f66eac2d9,71,14038,13636,3,213,Alabama,3925347,22,855637200,,23
2021,CIN,14076,RB,"Williams, Trayveon",CIN,2019,910605,,2222046,,32014,,478fcd24-2617-41d5-a900-b272aa6ef515,68,14042,13548,6,206,Texas A&M,4035222,36,877150800,,9
2021,FA,14077,RB,"Weber, Mike",DAL,2019,878778,,2179830,,32050,,3f454d05-40b8-45a8-b195-ff2565b6c79e,70,14281,13456,7,211,Ohio State,,40,872485200,,4
2021,PHI,14079,RB,"Sanders, Miles",PHI,2019,924261,,2251305,,31885,,ef3ceaf4-b733-4e06-a7f4-a94fc67361c1,71,14040,13521,2,211,Penn State,4045163,27,862462800,,21
2021,BUF,14080,RB,"Singletary, Devin",BUF,2019,916466,,2241251,,31906,,a961b0d4-5d7c-438e-90f0-2e1fa09f6c89,67,14043,13449,3,203,Florida Atlantic,,26,873262800,,10
2021,MIA,14081,RB,"Gaskin, Myles",MIA,2019,865895,,2180360,,32066,,cad49098-1523-4e52-9f50-caa3423e1bb6,70,14044,13505,7,200,Washington,3886818,38,855982800,,20
2021,FA,14082,RB,"Love, Bryce",WAS,2019,884948,,2186835,,31944,,6cf9a842-dc3f-408a-887a-97b0b07d4289,69,14012,13458,4,200,Stanford,,35,868338000,,10
2021,SEA,14083,RB,"Homer, Travis",SEA,2019,922484,,2249831,,32036,,4afb77d8-4564-469b-be4c-5a8587df8046,70,14272,13484,6,211,Miami,4037457,21,902466000,,31
2021,FA,14084,RB,"Holyfield, Elijah",FA,2019,922028,,2248620,,32148,,ebae3f19-b8bb-43d6-ae78-d21e9dc08b61,70,14301,13534,,215,Georgia,,36,880866000,,
2021,DAL,14085,RB,"Pollard, Tony",DAL,2019,880398,,2184011,,31960,,33b0227d-4c21-4e71-b4cd-be35f7db9123,72,14245,13590,4,209,Memphis,,20,862376400,,26
2021,BAL,14086,RB,"Hill, Justice",BAL,2019,923109,,2250388,,31945,,528e71ec-8fb3-4928-ace5-fc5ffbf26eb3,70,13944,13427,4,205,Oklahoma State,4038441,43,879483600,,11
2021,LAR,14087,RB,"Henderson, Darrell",LAR,2019,914372,,2240590,,31902,,380c4d9b-d4c8-456c-ba50-25519edde899,68,14039,13450,3,208,Memphis,4039359,27,871966800,,6
2021,FA,14088,RB,"Anderson, Rodney",CIN,2019,865896,,2179644,,32043,,f3c3c5ba-2788-4708-bbc5-4ea525d06a81,72,14180,13637,6,224,Oklahoma,,33,842504400,,38
2021,JAC,14093,RB,"Armstead, Ryquell",JAC,2019,884791,,2186616,,31972,,ce079a73-5884-4184-909a-8feafd4645d9,71,14167,13473,5,220,Temple,,23,846651600,,2
2021,FA,14094,RB,"Scarlett, Jordan",CAR,2019,879049,,2180445,,31986,,38abfa4e-ad62-4392-89a0-ac2a012efd87,71,14253,13510,5,210,Florida,,20,805179600,,16
2021,NYJ,14095,RB,"Johnson, Ty",DET,2019,877784,,2179323,,32018,,96e6687b-2b89-4dd9-98df-6e7507cd82cf,70,14262,13587,6,210,Maryland,3915411,26,874472400,,13
2021,NEP,14096,RB,"Ozigbo, Devine",FA,2019,866115,,2179635,,32390,,25bc08ac-8420-4340-94c6-93993ff87d6f,72,14045,13624,,225,Nebraska,3699935,33,844232400,,
2021,ATL,14097,RB,"Ollison, Qadree",ATL,2019,832473,,2136496,,31984,,c44534f8-a567-40e7-b51e-1a72c49cb24e,73,14251,13494,5,232,Pittsburgh,3123944,41,842158800,,14
2021,DEN,14098,RB,"Crockett, Damarea",FA,2019,920072,,3117269,,32502,,d4f0aa89-6309-4977-b779-7501eb8c8508,71,14303,13559,,225,Missouri,,28,882766800,,
2021,NEP,14101,WR,"Harry, N'Keal",NEP,2019,910431,,2221807,,31864,,3e6e15ce-1c81-408e-9a94-b0a2924d0b8c,75,14055,13425,1,228,Arizona State,4047839,13,882334800,,32
2021,SEA,14102,WR,"Metcalf, DK",SEA,2019,945633,,2260185,,31896,,754faf0f-40f7-45f0-b23b-6ce990ecaf26,76,13940,13424,2,229,Mississippi,4047650,4,882075600,,32
2021,FA,14103,WR,"Ridley, Riley",CHI,2019,914009,,2240214,,31958,,9c04ad60-9726-42d3-9836-7d95723f8eb6,73,13972,13531,4,199,Georgia,,88,837925200,,24
2021,TEN,14104,WR,"Brown, A.J.",TEN,2019,944826,,2258303,,31883,,a9e580f2-1fbe-46fb-887c-c84089b507e4,73,13946,13432,2,226,Mississippi,4047646,11,867646800,,19
2021,BAL,14105,WR,"Brown, Marquise",BAL,2019,976220,,2804128,,31857,,feeee40a-dd63-41a7-89cd-6c95b5456833,69,14010,13502,1,180,Oklahoma,4241372,5,865400400,,25
2021,FA,14106,TE,"Butler, Hakeem",ARI,2019,882776,,2185654,,31935,,472945d8-0062-417b-9967-430d381c80ae,77,13955,13564,4,227,Iowa State,3917940,82,832222800,,1
2021,PHI,14107,WR,"Arcega-Whiteside, JJ",PHI,2019,884921,,2186820,,31889,,0cc1a941-1a6d-4a4a-8c7c-88157165c126,74,13976,13529,2,225,Stanford,,19,852008400,,25
2021,ARI,14108,WR,"Dortch, Greg",FA,2019,910852,,2223207,,32523,,4484c7d1-025a-4f26-8e9b-48503afb0c68,67,14061,13469,,180,Wake Forest,4037235,4,896418000,,
2021,WAS,14109,WR,"McLaurin, Terry",WAS,2019,836116,,2139279,,31908,,7e8c4641-2beb-4213-ba22-69fe0307005f,72,14121,13536,3,210,Ohio State,3121422,17,811141200,,12
2021,NYG,14110,WR,"Sills, David",FA,2019,866973,,2179491,,32418,,97f6c20c-1110-4551-82c1-41d3247397a2,75,14313,13634,,211,West Virginia,3871102,87,833346000,,
2021,IND,14112,WR,"Campbell, Parris",IND,2019,836104,,2139271,,31891,,db0c3b1c-8d18-435a-864a-cdd696f963b6,72,14056,13525,2,208,Ohio State,3121410,80,869029200,,27
2021,KCC,14113,WR,"Hardman, Mecole",KCC,2019,922026,,2248618,,31888,,fe6dc768-d576-476c-b150-53b85af2a1d1,70,13973,13532,2,187,Georgia,4035004,6,889678800,,24
2021,WAS,14114,WR,"Harmon, Kelvin",WAS,2019,920809,,2246942,,32038,,d3cc6f89-56d8-45e9-87f0-3a1a56f97bc6,74,13943,13428,6,215,North Carolina State,4036163,84,850626000,,33
2021,FA,14115,WR,"Hall, Emanuel",FA,2019,882338,,2185471,,32253,,d6f5ecdf-be55-430e-9370-0ea608395dad,74,14132,13515,,201,Missouri,,80,864190800,,
2021,FA,14116,WR,"Hurd, Jalen",SFO,2019,820517,,2131633,,31899,,917d4304-d039-42a9-9c43-84e3786f105c,76,14060,13631,3,230,Baylor,,14,822373200,,3
2021,LVR,14117,WR,"Johnson, Tyron",FA,2019,865567,,2180626,,32511,,064c4eda-1b10-40ac-a9d2-66caf76a213a,73,14690,13615,,193,Oklahoma State,3894912,13,821077200,,
2021,NOS,14118,WR,"Humphrey, Lil'Jordan",FA,2019,920758,,2246852,,32494,,b7f930af-ddd2-4a48-9617-96bda81b0334,76,14314,13565,,225,Texas,4039057,81,892962000,,
2021,FA,14119,WR,"Johnson, Anthony",FA,2019,945145,,2258536,,32482,,e0dc9dce-fe33-4092-b6bd-6af3cbcb762e,74,14143,13788,,209,Buffalo,,81,791355600,,
2021,KCC,14120,WR,"Jennings, Gary",SEA,2019,877654,,2179483,,31952,,49f9f357-e90a-45b7-9f55-fe451125149f,73,14163,13635,4,216,West Virginia,,86,857710800,,18
2021,ARI,14121,WR,"Isabella, Andy",ARI,2019,878911,,2182851,,31894,,04f9a4be-b236-4eed-9bc4-794f615ccd13,69,14019,13612,2,188,Massachusetts,3914328,87,848293200,,30
2021,NYG,14122,WR,"Slayton, Darius",NYG,2019,880557,,2183982,,32003,,82ed30a5-54a8-4ed0-b040-99c3a78fb055,73,14258,13522,5,198,Auburn,3916945,18,853045200,,33
2021,LVR,14123,WR,"Renfrow, Hunter",FA,2019,841649,,2144726,,31981,,34c523c7-bc58-49f0-a9cc-f9edd91fe00f,70,14062,13749,5,185,Clemson,3135321,13,819522000,,11
2021,SFO,14124,WR,"Johnson, KeeSean",ARI,2019,838443,,2142105,,32006,,7e8f4076-25e1-41e5-8e71-f70397a3729d,73,14195,13628,6,201,Fresno State,,81,844837200,,1
2021,BAL,14125,WR,"Boykin, Miles",BAL,2019,884553,,2186656,,31925,,d1ed6f8c-1611-4695-8b48-5adce0de50dd,75,14013,13553,3,231,Notre Dame,3932423,80,845096400,,29
2021,MIA,14126,WR,"Williams, Preston",FA,2019,877244,,3117057,,32447,,497758de-5f0b-481f-8c68-7aa5e21df322,77,14171,13445,,218,Colorado State,3915399,85,859438800,,
2021,NEP,14127,WR,"Meyers, Jakobi",FA,2019,880151,,2183835,,32231,,73e194d1-a4b7-4de4-b1c2-3c24ef502918,74,14220,13517,,193,North Carolina State,,16,847515600,,
2021,ARI,14130,WR,"Wesley, Antoine",FA,2019,924946,,2252278,,32317,,8e43eb21-92e4-4720-8766-c9204259c063,76,14329,13447,,206,Texas Tech,,13,877496400,,
2021,CIN,14131,WR,"Morgan, Stanley",FA,2019,866112,,2179632,,32469,,8f32cbe6-9c50-4bf7-9e68-057d718fb490,72,,13877,,205,Nebraska,3699902,82,842072400,,
2021,SFO,14136,WR,"Samuel, Deebo",SFO,2019,835749,,2139735,,31868,,628a6a0a-4fde-4024-8d7c-28674953d5af,72,14059,13429,2,215,South Carolina,3126486,1,821682000,,4
2021,DEN,14137,TE,"Fant, Noah",DEN,2019,923911,,2251095,,31852,,cdc98acc-9eb6-4b44-81bb-61d7b8a3b55f,76,14050,13426,1,249,Iowa,4036131,86,880002000,,20
2021,DET,14138,TE,"Hockenson, T.J.",DET,2019,923915,,2251097,,31840,,bd1120b6-38b3-4225-a4b0-20660a149d0d,77,14051,13610,1,248,Iowa,4036133,87,867906000,,8
2021,PIT,14140,TE,"Sternberger, Jace",GBP,2019,877598,,2179567,,31907,,f808794b-3135-4f75-b46a-ba90bf6b8502,76,14097,13495,3,251,Texas A&M,,87,835765200,,11
2021,MIN,14141,TE,"Smith Jr., Irv",MIN,2019,944428,,2257888,,31882,,ed0e6a30-83d5-4f4b-bf49-f7ff80e21304,74,14052,13583,2,242,Alabama,4040980,83,902638800,,18
2021,NYG,14142,TE,"Smith, Kaden",SFO,2019,924018,,2251343,,32008,,7bb7f5e7-f00e-47d8-954d-90bf5baf4292,77,14217,13516,6,249,Stanford,,45,861858000,,3
2021,BUF,14143,TE,"Knox, Dawson",BUF,2019,884083,,2186345,,31928,,5fb525c5-4e70-4ede-8c49-94ad0cf66b7d,76,13953,13466,3,254,Ole Miss,3930086,88,847947600,,32
2021,FA,14144,TE,"Nauta, Isaac",DET,2019,914008,,2240213,,32056,,e0755328-7fe1-4df7-9dfb-93e9cf9ef5be,75,14285,13528,7,246,Georgia,,89,864190800,,10
2021,FA,14145,TE,"Wilson, Caleb",ARI,2019,924062,,2251371,,32086,,a195e517-f732-4e55-a84c-2ce132a73c65,76,14054,13444,7,240,UCLA,,84,837406800,,40
2021,CIN,14146,TE,"Sample, Drew",CIN,2019,837824,,2139646,,31884,,15a4f552-ecaf-45bd-9006-aa5dda93bee6,77,14111,13809,2,260,Washington,,89,829630800,,20
2021,SFO,14147,DE,"Bosa, Nick",SFO,2019,946531,,2260972,,31834,,987c5e68-21d5-4bcb-a5f3-2e09cc512374,76,13937,13421,1,266,Ohio State,,97,877582800,,2
2021,WAS,14148,DE,"Sweat, Montez",WAS,2019,838242,,2141772,,31858,,e3601423-c3ac-4013-bbe9-3478e2b7e1dd,78,,13745,1,270,Mississippi State,,98,841813200,,26
2021,GBP,14149,DE,"Gary, Rashan",GBP,2019,946020,,2260648,,31844,,99847f76-5bf2-4cbe-8573-9a477f7fb472,77,14017,13651,1,277,Michigan,,52,881125200,,12
2021,DET,14150,DE,"Bryant, Austin",DET,2019,867753,,2179209,,31949,,5314292d-aac5-4fe1-be7e-8f2ddf2d45a8,77,14184,13843,4,250,Clemson,3728253,40,847774800,,15
2021,LVR,14151,DE,"Ferrell, Clelin",FA,2019,867757,,2179216,,31836,,108759bf-8c78-41c6-a409-b87c63985c21,76,13984,13649,1,265,Clemson,3728258,99,863845200,,4
2021,KCC,14152,DE,"Jackson, Joe",DAL,2019,922486,,2249833,,31997,,d0d2e26b-f5a7-4455-86b8-096508ac8eea,76,14158,13523,5,285,Miami,4037459,91,851058000,,27
2021,ARI,14153,DT,"Allen, Zach",ARI,2019,883401,,2185907,,31897,,f68685e7-9904-47bc-b39a-e1c813435385,77,14106,13742,3,285,Boston College,3915282,99,872053200,,1
2021,TBB,14154,DE,"Nelson, Anthony",TBB,2019,870515,,2179724,,31939,,8bc51884-c9db-4745-8731-20eff25f41b0,79,14107,13562,4,271,Iowa,3894856,98,857451600,,5
2021,SEA,14155,DT,"Collier, L.J.",SEA,2019,822436,,2131806,,31861,,9d546e3b-0eb3-4926-a5ef-eb5e48b9330e,74,14093,13751,1,300,TCU,3116449,91,810882000,,29
2021,FA,14156,DE,"Miller, Shareef",PHI,2019,884614,,2186639,,31970,,26d3edb9-e572-4272-835a-21b63200ea64,76,14182,13499,4,254,Penn State,,55,858315600,,36
2021,NYJ,14157,DT,"Williams, Quinnen",NYJ,2019,944430,,2257890,,31835,,b8e0fa49-1122-4e97-9fe2-d90f6b7cb444,75,14011,13584,1,303,Alabama,4040982,95,882680400,,3
2021,BUF,14158,DT,"Oliver, Ed",BUF,2019,921280,,2247345,,31841,,adabdc56-278f-48b9-a003-1329b7f2f663,73,14016,13653,1,287,Houston,4039303,91,881902800,,9
2021,NYG,14159,DT,"Lawrence, Dexter",NYG,2019,913535,,2239523,,31849,,31bd7a4c-8eaf-4ea3-871c-b44420c804f8,76,14014,13568,1,340,Clemson,4035483,97,879310800,,17
2021,FA,14160,DT,"Buggs, Isaiah",PIT,2019,973976,,2741198,,32024,,5ec1f072-8ce0-449d-bbc0-5e8160836007,75,14216,13755,6,306,Alabama,4241451,96,840862800,,19
2021,LAC,14161,DT,"Tillery, Jerry",LAC,2019,867700,,2181242,,31860,,9da6119d-b135-4b90-9f9d-7d08ab00b15d,78,14021,13757,1,295,Notre Dame,3863182,99,844750800,,28
2021,MIA,14162,DT,"Wilkins, Christian",MIA,2019,867762,,2179235,,31845,,6c640668-de81-49c4-a0da-e367e1747923,76,14071,13758,1,310,Clemson,3728266,94,819435600,,13
2021,TEN,14163,DT,"Simmons, Jeffery",TEN,2019,922057,,2248637,,31851,,dcbe3642-aa52-43e6-8f4c-4b9809377c4d,76,14008,13465,1,305,Mississippi State,,98,870066000,,19
2021,DEN,14164,DT,"Jones, Dre'Mont",DEN,2019,878764,,2179816,,31903,,92c8bc67-756d-4e3c-981c-3df010e15e2d,75,14100,13451,3,281,Ohio State,3915525,45,852440400,,7
2021,FA,14166,DT,"Mack, Daylon",BAL,2019,879797,,2180825,,31992,,b7d42dc5-dedc-4cd9-b5a9-77cd30fd7ea7,73,14213,13607,5,340,Texas A&M,,94,856674000,,22
2021,JAC,14167,DE,"Allen, Josh",JAC,2019,881646,,2184628,,31839,,dd7be5f3-c615-4621-92e1-2434519cb1f9,77,14024,13642,1,255,Kentucky,3915239,41,868770000,,7
2021,TBB,14168,LB,"White, Devin",TBB,2019,910681,,2222025,,31837,,37849d01-7d7e-4a35-8840-e17cacd73d85,72,13947,13611,1,252,LSU,4035434,45,887691600,,5
2021,CLE,14169,LB,"Wilson, Mack",CLE,2019,944431,,2257891,,31987,,0790a8d6-5316-4204-91a6-8508ca48973b,73,14064,13609,5,240,Alabama,4040983,2,887432400,,17
2021,PIT,14170,LB,"Bush, Devin",PIT,2019,910976,,2239725,,31842,,ab5d4d72-fb1c-4aeb-887b-f6ca35f679bf,71,14063,13461,1,235,Michigan,4036261,30,900738000,,10
2021,CAR,14171,DE,"Burns, Brian",CAR,2019,936822,,2253012,,31848,,dbf199a9-542e-4279-8764-3341b9f80910,77,13949,13439,1,250,Florida State,4035631,53,893307600,,16
2021,FA,14173,DE,"Polite, Jachai",NYJ,2019,922018,,2248611,,31900,,9c34c6d3-29c9-4f89-b2b7-e01f0fef0f4a,75,13966,13493,3,258,Florida,,95,891234000,,4
