year,id,position,team,name,draft_team,draft_year,stats_global_id,twitter_username,cbs_id,fleaflicker_id,stats_id,college,weight,draft_pick,draft_round,sportsdata_id,rotowire_id,jersey,height,rotoworld_id,espn_id,birthdate,nfl_id,status
2023,14783,QB,PHI,"Hurts, Jalen",PHI,2020,0,JalenHurts,2240246,,32723,Oklahoma,223,21,2,64bd0f02-6a5d-407e-98f1-fd02048ea21d,14416,1,73,,4040715,902466000,,
2023,14789,QB,BAL,"Huntley, Tyler",FA,2020,0,,3159137,,32993,Utah,205,,,7c226f73-a59f-4db6-ad98-2766d05d4d5a,14563,7,73,,4035671,886482000,,
2023,14792,QB,FA,"Perkins, Bryce",FA,2020,0,,3159114,,33258,Virginia,215,,,da837572-0558-4946-9af4-aeb11582cca8,14429,16,75,,3675812,851058000,,
2023,14793,QB,FA,"Luton, Jake",JAC,2020,0,jakeluton6,2132133,,32859,Oregon State,224,10,6,c81ae6df-f87f-4197-b68f-a460321b48b4,14562,2,78,,3124900,829198800,,
2023,14797,RB,PHI,"Swift, D'Andre",DET,2020,0,DAndreSwift,2871710,,32705,Georgia,204,3,2,cc4b5f58-a11c-4450-a1df-617ad88336e4,14394,4,68,,,916290000,,
2023,14798,RB,IND,"Moss, Zack",BUF,2020,0,PresMoss2,2240516,,32756,Utah,220,22,3,d8fef424-aa41-4c26-9bce-1265b53cd5e2,14564,31,70,,4035676,882162000,,
2023,14799,RB,MIN,"Akers, Cam",LAR,2020,0,thereal_cam3,2804034,,32722,Florida State,217,20,2,74980532-8158-4b56-91db-5053878737b4,14383,26,70,,4240021,930027600,,
2023,14800,RB,BAL,"Dobbins, J.K.",BAL,2020,0,jkdobbins22,2804420,,32725,Ohio State,212,23,2,a57b9914-4315-4295-98b4-9b348c52d6a1,14418,27,70,,4241985,913870800,,
2023,14801,RB,NOS,"Benjamin, Eno",ARI,2020,0,eno_benjamin5,2760832,,32892,Arizona State,207,8,7,aebf7b65-da15-4499-b1af-6687fa50b2e4,14372,26,69,,4242873,923979600,,
2023,14802,RB,IND,"Taylor, Jonathan",IND,2020,0,JayT23,2866395,,32711,Wisconsin,226,9,2,925195a4-06ba-4e37-ae7d-a3d6a5419139,14455,28,70,,4242335,916722000,,
2023,14803,RB,KCC,"Edwards-Helaire, Clyde",KCC,2020,0,,2804554,,32702,LSU,207,32,1,8aa01565-4481-443a-9951-642c98ded113,14514,23,67,,4242214,923806800,,
2023,14804,RB,FA,"McFarland, Anthony",PIT,2020,0,,2804293,,32794,Maryland,193,18,4,30487ab2-836d-4e4b-a46a-89e31b414374,14357,26,68,,4241941,920523600,,
2023,14805,RB,GBP,"Dillon, AJ",GBP,2020,0,ajdillon7,2867083,,32732,Boston College,247,30,2,e10bfeb8-ea01-47bc-bfa8-45f6dcbf71b3,14370,29,72,,4239934,894085200,,
2023,14806,RB,KCC,"Perine, Lamical",NYJ,2020,0,lp_deucedeuce,2248610,,32790,Florida,216,14,4,f86e291f-d678-463c-93cb-beedab9a309a,14427,38,71,,4034952,886136400,,
2023,14807,RB,LAC,"Kelley, Joshua",LAC,2020,0,SmoothplayJK,2183195,,32782,UCLA,212,6,4,62542e04-3c44-4b75-8165-be674c8be75f,14494,25,71,,3910544,880002000,,
2023,14808,RB,BUF,"Evans, Darrynton",TEN,2020,0,ItzLiveee,2240806,,32763,Appalachian State,203,29,3,eb3c219d-6489-4f2f-a542-bdbf7423a325,14400,21,70,,4036431,899960400,,
2023,14810,RB,NEP,"Vaughn, Ke'Shawn",TBB,2020,0,SneakVaughn,2179704,,32746,Vanderbilt,214,12,3,4b0a90db-f007-4ac1-8542-b531342b9da5,14557,49,70,,3917612,862722000,,
2023,14811,RB,MIA,"Ahmed, Salvon",FA,2020,0,,2815163,,33265,Washington,197,,,0dbbd211-0372-4751-9751-e4df4ab1f8eb,14453,36,71,,4243315,914994000,,
2023,14812,RB,FA,"Anderson, Darius",FA,2020,0,,2240319,,33098,TCU,212,,,9a5ebed1-839d-40f9-a86e-ba9c65c7c7e6,14565,30,71,58461,,873867600,,
2023,14813,RB,NOS,"Robinson, James",FA,2020,0,,2257036,,33138,Illinois State,219,,,5fc196a1-2015-49c7-85b2-1adbd2c33cf5,14660,26,69,,4052042,902638800,,
2023,14815,RB,SEA,"Dallas, DeeJay",SEA,2020,0,DallasDeejay,2804094,,32814,Miami,225,38,4,48ef5bfa-7b91-4ed1-ad12-e94c0bc101c2,14410,20,70,,4240631,905922000,,
2023,14817,RB,GBP,"Taylor, Patrick",FA,2020,0,,2256736,,33235,Memphis,217,,,ef87e355-8e0c-40ed-a85d-bca4896d4f1e,14573,32,74,,4039358,893826000,,
2023,14818,RB,FA,"Jones, Xavier",FA,2020,0,,3159182,,33297,SMU,208,,,70110b01-060d-443d-b799-5d4edc9272de,14925,35,71,,,872398800,,
2023,14821,RB,NEP,"Hasty, JaMycal",FA,2020,0,,2189504,,33199,Baylor,205,,,c6c50d09-f14f-41c2-9eb3-87514f0121f6,14392,39,68,,3928925,842504400,,
2023,14823,RB,DAL,"Dowdle, Rico",FA,2020,0,,2252798,,33100,South Carolina,215,,,bba755a2-63b6-4ac1-b806-0609816135de,14657,5,71,,4038815,897800400,,
2023,14827,RB,HOU,"Taylor, J.J.",FA,2020,0,,2252786,,33028,Arizona,185,,,879325b1-c961-4c9a-a3a4-679d77a28293,14459,26,66,,4039607,883890000,,
2023,14828,RB,ARI,"Jones, Tony",FA,2020,0,,2260681,,33114,Notre Dame,224,,,83d4c4c3-3c40-49b1-8b86-25d256a0b5ad,14423,37,71,,4046676,880347600,,
2023,14832,WR,DAL,"Lamb, CeeDee",DAL,2020,0,_CeeDeeThree,2865251,,32687,Oklahoma,200,17,1,a72ea15b-5199-4101-a300-846e1c655add,14411,88,74,,4241389,923547600,,
2023,14833,WR,DEN,"Jeudy, Jerry",DEN,2020,0,jerryjeudy,2741201,,32685,Alabama,195,15,1,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,14458,3,73,,4241463,924930000,,
2023,14834,WR,FA,"Ruggs, Henry",LVR,2020,0,__RUGGS,2866521,,32682,Alabama,190,12,1,8a453858-7309-49ae-b8eb-de691847393f,14473,11,72,,4241475,917154000,,
2023,14835,WR,CIN,"Higgins, Tee",CIN,2020,0,teehiggins5,2809208,,32703,Clemson,220,1,2,7963b029-5de4-4541-b00a-44eefe4349af,14506,5,76,,4239993,916635600,,
2023,14836,WR,MIN,"Jefferson, Justin",MIN,2020,0,JJettas2,2871343,,32692,LSU,195,22,1,4131d4ee-0318-4bb5-832a-4dec80668a4f,14509,18,73,,4262921,929509200,,
2023,14837,WR,BUF,"Hamler, KJ",DEN,2020,0,Kj_hamler,2804432,,32716,Penn State,178,14,2,89338a12-65a8-4670-ac99-97281732ff79,14462,19,69,,4240380,931410000,,
2023,14838,WR,CAR,"Shenault, Laviska",JAC,2020,0,Viska2live,2866321,,32712,Colorado,227,10,2,131d3b1a-5746-499e-98ee-4bbf67cd377e,14358,15,73,,4243160,907563600,,
2023,14839,WR,NEP,"Reagor, Jalen",PHI,2020,0,jalenreagor,2803733,,32691,TCU,197,21,1,06ff7f42-5fe7-4899-84a5-9ba5349d17e8,14421,88,71,,4241802,915253200,,
2023,14840,WR,SFO,"Aiyuk, Brandon",SFO,2020,0,THE2ERA,2967489,,32695,Arizona State,200,25,1,c90471cc-fa60-4416-9388-5aebb5d877eb,14386,11,72,,4360438,890110800,,
2023,14841,WR,MIA,"Claypool, Chase",PIT,2020,0,ChaseClaypool,2260676,,32719,Notre Dame,238,17,2,53ed110c-f022-4759-afd3-1cd3436dbba7,14433,14,76,,4046692,899787600,,
2023,14842,WR,IND,"Pittman, Michael",IND,2020,0,MikePitt_Jr,2240188,,32704,USC,223,2,2,1aefd5e2-1f85-471a-91a5-4aad4cf6fe6d,14378,11,76,,,876027600,,
2023,14843,WR,NOS,"Bowden, Lynn",LVR,2020,0,LynnBowden_1,2875380,,32750,Kentucky,204,16,3,bd783f2e-b931-4d3e-ab71-60fa1431f598,14460,5,73,,4259979,876805200,,
2023,14844,WR,FA,"Edwards, Bryan",LVR,2020,0,B__ED89,2221840,,32751,South Carolina,215,17,3,5abee27b-2710-46ed-b110-fece5c2654e8,14577,11,75,,4038818,910933200,,
2023,14845,WR,BUF,"Davis, Gabriel",BUF,2020,0,DavisGB1,2804813,,32798,UCF,225,22,4,dc397432-7157-4ce4-976d-b9662cc6f551,14359,13,74,,4243537,922942800,,
2023,14846,WR,PIT,"Mims, Denzel",NYJ,2020,0,Zel5Zelly,2253076,,32729,Baylor,207,27,2,adfc13b3-1eb6-49f3-9ba6-d4d87fd13685,14539,83,75,,4035403,876459600,,
2023,14847,WR,BAL,"Duvernay, Devin",BAL,2020,0,Dev_Duv5,2246849,,32762,Texas,202,28,3,d93dbc83-e604-4823-a24e-d162cbd8d4d9,14636,12,71,,4039050,874040400,,
2023,14848,WR,CLE,"Proche, James",BAL,2020,0,jamesproche3,2180769,,32871,SMU,193,22,6,c65488d4-251e-40fc-9f32-7019bbdaf75e,14415,13,71,,3916204,843282000,,
2023,14849,WR,NYG,"Hodgins, Isaiah",BUF,2020,0,IsaiahHodgins,2783899,,32877,Oregon State,200,28,6,1d1c217b-6407-40d7-aebb-ba95fa05d127,14356,18,75,,4242540,908946000,,
2023,14850,WR,FA,"Cephus, Quintez",DET,2020,0,QoDeep_87,2251870,,32836,Wisconsin,208,20,5,3bd012f5-1fdf-4ed7-b660-5013122df93f,14466,14,73,,4035793,891406800,,
2023,14852,RB,WAS,"Gibson, Antonio",WAS,2020,0,antoniogibson14,2960976,,32736,Memphis,228,2,3,c0a8a5d0-583f-457a-9d96-70027d3f69e7,14639,4,72,,4360294,898578000,,
2023,14853,WR,CHI,"Johnson, Collin",JAC,2020,0,Call_In_Johnson,2240315,,32835,Texas,220,19,5,214ae0bc-d6ed-4216-a154-f253c85bb90b,14545,17,77,,4039043,874990800,,
2023,14854,WR,FA,"Victor, Binjimen",FA,2020,0,,,,33040,Ohio State,199,,,630e6b5d-0486-4bc3-a919-1f02687c1291,14529,,76,,,853304400,,
2023,14857,WR,DET,"Peoples-Jones, Donovan",CLE,2020,0,dpeoplesjones,2819119,,32857,Michigan,204,8,6,924edb03-29a9-42ae-92dd-ef7e8a498095,14457,14,74,,4258195,919400400,,
2023,14858,WR,ATL,"Jefferson, Van",LAR,2020,0,,2186342,,32727,Florida,200,25,2,8e1285f7-6e4c-41e4-aac9-92e09f9f32b2,14430,11,73,,3930066,838357200,,
2023,14859,WR,MIN,"Jackson, Trishton",FA,2020,0,,2253371,,33253,Syracuse,200,,,9a2cd41e-a6e8-42d6-aad4-65c42939d733,14402,86,73,,4046715,889419600,,
2023,14860,WR,SFO,"Jennings, Jauan",SFO,2020,0,,2180514,,32887,Tennessee,212,3,7,3ae9f0fa-c711-4663-80cf-4707856c07aa,14376,15,75,,3886598,868510800,,
2023,14861,TE,NOS,"Johnson, Juwan",FA,2020,0,,2186637,,33113,Oregon,231,,,0226b03b-f91d-4223-9813-9fcd2e9c3acc,14630,83,76,,3929645,842590800,,
2023,14862,WR,CHI,"Reed, Joe",LAC,2020,0,JoeBee_2,2251260,,32821,Virginia,224,5,5,4c449f2b-a566-4c9c-882c-a70991d1aa54,14428,80,72,,,883890000,,
2023,14864,WR,LAR,"Johnson, Tyler",TBB,2020,0,T_muhneyy10,1620002,,32831,Minnesota,208,15,5,93c17735-5275-45cf-b3ef-620351c62313,14432,16,73,,2310331,904021200,,
2023,14865,WR,FA,"Swain, Freddie",SEA,2020,0,,2221836,,32884,Florida,199,35,6,81997ce2-9e70-4014-999a-25ebb405dbf6,14644,86,72,,4034950,902206800,,
2023,14867,TE,CHI,"Kmet, Cole",CHI,2020,0,ColeKmet,2868619,,32713,Notre Dame,257,11,2,036feeb6-9a22-43c5-a8e3-7ac611d8ff49,14436,85,78,,,921042000,,
2023,14868,TE,LAR,"Hopkins, Brycen",LAR,2020,0,Itsbhop89,2183906,,32806,Purdue,245,30,4,39cb1520-dda8-4167-95c4-4947c8383bc4,14586,88,76,,3918003,859438800,,
2023,14869,TE,FA,"Moss, Thaddeus",FA,2020,0,,2246946,,33208,LSU,249,,,309b8104-8407-4365-989a-f726251714a7,14524,46,75,,,895122000,,
2023,14870,TE,DEN,"Trautman, Adam",NOS,2020,0,,2182228,,32775,Dayton,253,41,3,4e14183b-f974-4745-9d7f-8f5eb2a92a7d,14541,82,77,,,855118800,,
2023,14871,TE,SEA,"Parkinson, Colby",SEA,2020,0,,2867522,,32803,Stanford,265,27,4,1ea7affb-e5e7-491a-aaa3-55e200b2eb48,14463,84,79,,,915771600,,
2023,14872,TE,FA,"Pinkney, Jared",FA,2020,0,,2180558,,33064,Vanderbilt,257,,,3d2f2c64-3d4e-461b-a3e7-677f74e6c5f8,14632,,76,,,872139600,,
2023,14873,TE,PHI,"Okwuegbunam, Albert",DEN,2020,0,AOkwuegbunam,2245117,,32788,Missouri,258,12,4,617aee8a-70be-4bdf-9a71-2e2b74e647e6,14369,86,77,,4035115,893480400,,
2023,14874,TE,FA,"Bryant, Hunter",FA,2020,0,,2815166,,33186,Washington,239,,,826c6c22-2a3a-48bb-befb-8e552fb391ea,14364,86,74,,,903589200,,
2023,14875,TE,CLE,"Bryant, Harrison",CLE,2020,0,hbryant17,2241240,,32785,Florida Atlantic,243,9,4,f58a5899-8b78-46e8-a29a-ba6273b7d872,14576,88,77,,4040774,893307600,,
2023,14876,TE,GBP,"Deguara, Josiah",GBP,2020,0,JosiahD5,2181108,,32764,Cincinnati,240,30,3,7874d188-0fcd-4af9-9289-27c27e2bbd16,14629,47,74,,3914151,855896400,,
2023,14877,DE,SFO,"Young, Chase",WAS,2020,0,youngchase907,2829229,,32672,Ohio State,264,2,1,9947409c-4a34-45f5-99a1-aa6daa13c430,14452,99,77,,4241986,924066000,,
2023,14878,DE,CAR,"Gross-Matos, Yetur",CAR,2020,0,__lobo99,2868927,,32707,Penn State,265,6,2,d96afcfe-32fb-4a59-b75c-94a6184d3136,14355,94,77,,4259594,888469200,,
2023,14879,DE,BUF,"Epenesa, A.J.",BUF,2020,0,ajepenesa24,2865969,,32724,Iowa,260,22,2,3fa3a270-f8b2-4d53-a265-84bc928af5c5,14501,57,78,,4240585,905835600,,
2023,14880,DE,CHI,"Kareem, Khalid",CIN,2020,0,khalid_kareem53,2240621,,32817,Notre Dame,255,1,5,3f4fe254-f18f-4b56-83e0-c37cfc72c7f7,14684,92,76,,4039029,893739600,,
2023,14882,DE,HOU,"Greenard, Jonathan",HOU,2020,0,jongreenard7,2181166,,32760,Florida,259,26,3,bc69c92c-58ff-44b2-a18b-07a08ee78dc6,14550,58,75,,,864536400,,
2023,14883,DT,TEN,"Davidson, Marlon",ATL,2020,0,marlondavidson7,2222006,,32717,Auburn,278,15,2,73afc75b-68f0-4cb0-823d-5bfe33969766,14540,90,75,,4035494,894862800,,
2023,14885,DE,FA,"Zuniga, Jabari",NYJ,2020,0,JabariZuniga,2180452,,32749,Florida,264,15,3,2160ed45-4a2a-4d3b-9da4-d18446dfa292,14734,91,75,,,871534800,,
2023,14886,DE,NYJ,"Anae, Bradlee",DAL,2020,0,,2240496,,32849,Utah,260,33,5,854d07f2-11cc-4dc1-bdaf-e8cce2c89a75,14582,69,75,,4035660,885013200,,
2023,14887,LB,NYG,"Simmons, Isaiah",ARI,2020,0,isaiahsimmons25,2239532,,32678,Clemson,238,8,1,b87d80b7-f129-4f3d-938a-1272f8122589,14525,28,76,,4035462,901429200,,
2023,14888,DE,JAC,"Chaisson, K'Lavon",JAC,2020,0,S4CKGURU,2804551,,32690,LSU,255,20,1,74439c42-a6db-4a9a-be25-559f3e03ef59,14523,44,75,,4242205,932878800,,
2023,14889,LB,LAC,"Murray, Kenneth",LAC,2020,0,KennethMurray,2804138,,32693,Oklahoma,241,23,1,79bf0ca5-a8db-4c39-a40b-67674ccb60d0,14434,59,74,,4241394,911192400,,
2023,14890,LB,CLE,"Phillips, Jacob",CLE,2020,0,jacobphilly,2804564,,32767,LSU,228,33,3,894c783a-ddcd-4dba-b337-06d7db037a6e,14517,54,75,,4242206,922942800,,
2023,14891,LB,BAL,"Harrison, Malik",BAL,2020,0,,2260979,,32768,Ohio State,247,34,3,32575119-3aca-47cb-aaaf-162c48b7d372,14648,50,75,,4040615,889074000,,
2023,14892,LB,SEA,"Brooks, Jordyn",SEA,2020,0,JordynBrooks_,2252263,,32697,Texas Tech,240,27,1,ef422c88-b74f-4720-a831-947010c44ebe,14739,20,72,,,877410000,,
2023,14893,LB,NOS,"Baun, Zack",NOS,2020,0,zackbizzaun,2183919,,32744,Wisconsin,225,10,3,719a7e8e-8286-453e-8aee-d2487c45e53f,14374,53,75,,3917657,851922000,,
2023,14894,DE,NEP,"Jennings, Anfernee",NEP,2020,0,anferneejenning,2186321,,32757,Alabama,255,23,3,56692800-dd44-4b82-a988-398314845fd9,14742,33,74,,3925350,862462800,,
2023,14896,LB,BAL,"Queen, Patrick",BAL,2020,0,Patrickqueen_,2804566,,32698,LSU,232,28,1,bc4c0c7d-a6f4-4cff-95ec-a4d0523c2232,14508,6,72,,,934520400,,
2023,14897,DT,CAR,"Brown, Derrick",CAR,2020,0,DerrickBrownAU5,2241797,,32677,Auburn,320,7,1,9c8292c7-b406-4a31-a781-7c72aac6b053,13852,95,77,,4035495,892616400,,
2023,14898,DT,MIA,"Davis, Raekwon",MIA,2020,0,raekwondavis_99,2252833,,32726,Alabama,325,24,2,9666a6bd-4321-4acd-823e-b872943a436e,14538,98,79,,4040965,865918800,,
2023,14899,DT,SFO,"Kinlaw, Javon",SFO,2020,0,JavonKinlaw,2869019,,32684,South Carolina,319,14,1,1a8eff7a-1057-47c9-aa82-3dbf3f47a76c,14444,52,77,,4259491,875854800,,
2023,14900,DT,BAL,"Madubuike, Justin",BAL,2020,0,MadubuikeJustin,2249188,,32741,Texas A&M,305,7,3,904f702b-e8b1-4fef-a4a0-278d18cc15e3,14380,92,75,,4035245,879742800,,
2023,14901,DT,DAL,"Gallimore, Neville",DAL,2020,0,path2greatwork,2179652,,32752,Oklahoma,307,18,3,fda10175-38e3-4678-a94c-ccd6008d40ec,14451,92,74,,3892883,853477200,,
2023,14902,CB,ATL,"Okudah, Jeff",DET,2020,0,jeffokudah,2804425,,32673,Ohio State,205,3,1,790ae305-a3ea-4a98-a13a-31dacadec04e,14424,21,73,,4241984,917931600,,
2023,14903,CB,DAL,"Diggs, Trevon",DAL,2020,0,TrevonDiggs,2252834,,32721,Alabama,195,19,2,02753dc9-52ac-4ed1-8086-7894d35a3bd1,14389,7,74,,4040966,906267600,,
2023,14904,CB,TEN,"Fulton, Kristian",TEN,2020,0,Kriss1_,2223248,,32731,LSU,197,29,2,c87aaf5b-e1e9-4d18-b0f1-f328b646031d,14443,8,71,,4035433,904798800,,
2023,14905,CB,CAR,"Henderson, CJ",JAC,2020,0,HendersonChris_,2773013,,32679,Florida,205,9,1,afbc5ac8-8e3f-4cb6-a96d-3b28b039bde9,14367,30,73,,4240596,907131600,,
2023,14907,S,CLE,"Delpit, Grant",CLE,2020,0,realgrantdelpit,2804169,,32714,LSU,208,12,2,1bbe7ce0-3707-4d4d-b8f6-7577008f1763,14507,9,75,,4242208,906267600,,
2023,14908,S,NYG,"McKinney, Xavier",NYG,2020,0,mckinney15__,2741205,,32706,Alabama,201,4,2,dbeff2ee-8d26-48f3-b345-3cd88c374c87,14617,29,72,,4241470,934174800,,
2023,14909,S,TBB,"Winfield, Antoine",TBB,2020,0,AntoineWJr11,2239774,,32715,Minnesota,203,13,2,27732f2b-2009-4954-a0a0-d29f5ce1abdf,14484,31,69,,4034790,903243600,,
2023,14910,S,MIA,"Jones, Brandon",MIA,2020,0,BlessedJones33,2246113,,32740,Texas,191,6,3,f0c60c6e-513b-40df-9794-d555ed59202f,14696,22,72,,,891493200,,
2023,14911,S,NYJ,"Davis, Ashtyn",NYJ,2020,0,,2180264,,32738,California,205,4,3,7d491979-7d1b-4b55-9f3a-f68db22d8bb1,14447,21,73,,3858271,844923600,,
2023,14912,PK,FA,"Blankenship, Rodrigo",FA,2020,0,,2183949,,33211,Georgia,191,,,c8bbff7b-3b6e-413f-8945-24c01bfd84c5,14437,3,73,,3915165,854514000,,
2023,14917,RB,NYJ,"Patrick, Jacques",FA,2019,0,,,,32669,Florida State,231,,,e2f3af7f-dd17-44f2-a000-d487a29f0f03,13964,31,74,,,852613200,,
2023,14918,CB,ATL,"Terrell, A.J.",ATL,2020,0,ajterrell_8,2809212,,32686,Clemson,200,16,1,1eae2610-be1d-4f53-82a2-28cf4a2db352,14526,24,73,,4239995,906526800,,
2023,14919,CB,DAL,"Igbinoghene, Noah",MIA,2020,0,Noah_Igbo9,2829987,,32700,Auburn,197,30,1,b4b346b6-6175-407c-a6cd-103368a1609f,14713,6,71,,4242516,943678800,,
2023,14921,S,NEP,"Dugger, Kyle",NEP,2020,0,KingDugg_3,3150388,,32710,Lenoir-Rhyne University,216,5,2,1d8d5c04-15e7-4346-9d1f-f128e4df3adb,14542,23,73,,,827470800,,
2023,14922,DT,TEN,"Blacklock, Ross",HOU,2020,0,1krozayy,2240321,,32709,TCU,290,8,2,7e2046da-1bdb-49b6-abb1-c35e725d84a3,14406,66,75,,4038557,899960400,,
2023,14923,DE,SEA,"Taylor, Darrell",SEA,2020,0,darrelltaylorst,2180538,,32718,Tennessee,255,16,2,5670f3dd-822d-4d13-a6c9-f981354441fc,14649,52,76,,3915396,859179600,,
2023,14924,CB,CHI,"Johnson, Jaylon",CHI,2020,0,NBAxJay1,2827532,,32720,Utah,195,18,2,99b81b41-fb3b-4650-940b-9cb3770021ba,14627,1,72,,4243253,924498000,,
2023,14925,DE,NEP,"Uche, Josh",NEP,2020,0,_Uche35,2260670,,32730,Michigan,226,28,2,8738c2cc-4ac6-4288-922d-ce4590d9af42,14477,13,75,,4046528,906094800,,
2023,14926,LB,KCC,"Gay, Willie",KCC,2020,0,WillieG___,2876552,,32733,Mississippi State,246,31,2,9b2d5497-738b-47bc-bd96-2c550b4649ee,14520,40,73,,4259804,887518800,,
2023,14927,S,CAR,"Chinn, Jeremy",CAR,2020,0,ChinnJeremy2,2247190,,32734,Southern Illinois,220,32,2,5f623fbc-415e-4035-b423-7850cf1153b4,14623,11,75,,4043169,888469200,,
2023,14928,LB,CIN,"Wilson, Logan",CIN,2020,0,ljw21,2181091,,32735,Wyoming,245,1,3,05cb1d47-3517-4410-a61b-75adabbfb910,14647,55,74,,3918330,836802000,,
2023,14929,DE,FA,"Okwara, Julian",DET,2020,0,julian_okwara,2260688,,32737,Notre Dame,250,3,3,e91734d9-8e7d-4e55-9027-e7c338cc809a,14448,53,76,,4046690,883198800,,
2023,14930,DT,JAC,"Hamilton, Davon",JAC,2020,0,dmhamilton53,2179811,,32743,Ohio State,335,9,3,a94f0507-44b0-4fb5-9e8c-fd21157ec1a6,14714,52,76,,3915520,854773200,,
2023,14931,CB,ARI,"Ojemudia, Michael",DEN,2020,0,GotMo_J,2179727,,32747,Iowa,200,13,3,bc399631-6a3c-4515-9f8b-acc9a08bc434,14711,42,73,,3894830,874040400,,
2023,14932,DE,PHI,"Lewis, Terrell",LAR,2020,0,_real24_,2252836,,32754,Alabama,262,20,3,a0ebc174-02ad-4bf4-8c0f-517d04a29a95,14390,46,77,,,904021200,,
2023,14933,S,IND,"Blackmon, Julian",IND,2020,0,jumpmanjuice23,2253091,,32755,Utah,187,21,3,c2ec4712-147c-49b1-b6ec-fdb298913080,14704,28,72,,4035661,903934800,,
2023,14934,DT,CLE,"Elliott, Jordan",CLE,2020,0,bigj5k,2246110,,32758,Missouri,303,24,3,445efcfc-1646-4823-89f7-8b6005266d13,14353,92,76,,4039052,880261200,,
2023,14935,CB,FA,"Dantzler, Cameron",MIN,2020,0,camdantzler3,2248633,,32759,Mississippi State,188,25,3,c10aceb5-abcc-4e42-a399-cce8e5832671,14363,47,74,,4035385,904798800,,
2023,14936,TE,FA,"Asiasi, Devin",NEP,2020,0,ASI2X,2260483,,32761,UCLA,260,27,3,05e15d81-6bb1-49f7-b677-63475d073961,14425,86,75,,,871534800,,
2023,14937,DT,IND,"Agim, McTelvin",DEN,2020,0,So_Splash,2240258,,32765,Arkansas,300,31,3,ea01fa3b-cebd-40c3-9de8-3dc7f5e44e58,14602,72,75,,4035566,875163600,,
2023,14938,LB,LAC,"Muse, Tanner",LVR,2020,0,tanner_muse,2179227,,32770,Clemson,227,36,3,b9f364a0-5553-4475-8388-6dfd1d7a2e62,14690,55,74,,3728263,841986000,,
2023,14939,TE,HOU,"Keene, Dalton",NEP,2020,0,DaltonKeene18,2805113,,32771,Virginia Tech,251,37,3,4da5e05d-fc5c-4e87-aa38-d9cde42dd476,14559,49,76,,4240861,924066000,,
2023,14940,DE,PIT,"Highsmith, Alex",PIT,2020,0,highsmith34,2241393,,32772,North Carolina-Charlotte,242,38,3,3f4025d1-5782-43e4-9f42-8eee2da66a95,14724,56,76,,,870930000,,
2023,14941,LB,FA,"Taylor, Davion",PHI,2020,0,daviontaylot,2962569,,32773,Colorado,230,39,3,423b3b98-da9a-4786-84c9-0662ec0ce11f,14751,52,73,,,902293200,,
2023,14942,S,WAS,"Burgess, Terrell",LAR,2020,0,titaniumt98,2240499,,32774,Utah,202,40,3,b222de39-0a5e-4bbe-b239-083a500194bb,14702,24,71,,4035663,910846800,,
2023,14943,LB,CIN,"Davis-Gaither, Akeem",CIN,2020,0,AkeemDavis16,2182263,,32777,Appalachian State,238,1,4,d152b2d5-402d-47f4-a6d1-7870e5a32df5,14661,27,74,,3917142,874818000,,
2023,14944,CB,NYG,"Holmes, Darnay",NYG,2020,0,prowaydarnay,2806232,,32780,UCLA,198,4,4,8e19d167-cee8-4048-8f28-d476b11ec330,14535,30,70,,4242973,898578000,,
2023,14946,DT,ARI,"Fotu, Leki",ARI,2020,0,LekiFotu,2240504,,32784,Utah,317,8,4,2040899a-0b04-4de7-900b-f9e6861c6150,14712,95,77,,4035666,903848400,,
2023,14947,DE,MIN,"Wonnum, D.J.",MIN,2020,0,dwonnum,2252822,,32787,South Carolina,258,11,4,68356887-b59e-4210-9726-828ea7f83928,14612,98,77,,4038849,878274000,,
2023,14948,LB,PIT,"Walker, Mykal",ATL,2020,0,MykalWalker3,2865637,,32789,Fresno State,235,13,4,86d7dd69-9957-4853-b069-5ad7e35edc64,14754,43,75,,4243009,872744400,,
2023,14950,S,TEN,"Wallace, K'Von",PHI,2020,0,KVonWallace,2239538,,32797,Clemson,205,21,4,789af1aa-253e-4fda-a93b-cef346bd91b3,14686,34,71,,4035463,869806800,,
2023,14951,DT,MIN,"Lynch, James",MIN,2020,0,JamesHusker38,2868531,,32800,Baylor,295,24,4,ce8b21f7-6f93-40e6-8068-0432e10d855f,14499,97,76,,4259181,916808400,,
2023,14952,DT,DEN,"Lawrence, Rashard",ARI,2020,0,Rashard_99,2223249,,32801,Louisiana State,308,25,4,6e9763f5-2f5c-45d4-b50b-d7bbf91e1a65,14717,92,74,,,904194000,,
2023,14953,LB,MIN,"Dye, Troy",MIN,2020,0,tdye15dbtroy,2221826,,32802,Oregon,225,26,4,f070d4ef-1904-47f2-87d3-b9e2788789ed,14740,43,75,,4038946,843022800,,
2023,14954,S,LAC,"Hawkins, Jaylinn",ATL,2020,0,jhawko6,2180267,,32804,California,208,28,4,c588e277-fc9e-4187-9358-2b9e1a2b0cd9,14697,21,73,,3858276,872485200,,
2023,14955,CB,PIT,"Scott, Josiah",JAC,2020,0,josiahscott7,2807092,,32807,Michigan State,185,31,4,72d2a51c-7f02-4db8-8cce-19c45820f170,14413,42,69,,4241977,923288400,,
